Program,Threads,Time(ms),Speedup
Sequential,1,0.24,1.00
Brugnano,1,0.34,0.69
Brugnano,2,0.93,0.26
Brugnano,4,1.66,0.14
Brugnano,8,1.38,0.17
Brugnano,10,1.92,0.12
Brugnano,16,3.93,0.06
Brugnano,20,3.44,0.07
RecursiveDoubling,1,0.48,0.5
RecursiveDoubling,2,0.85,0.28
RecursiveDoubling,4,1.16,0.2
RecursiveDoubling,8,1.34,0.18
RecursiveDoubling,10,1.83,0.13
RecursiveDoubling,16,2.37,0.1
RecursiveDoubling,20,2.8,0.08
