Program,Threads,Time(ms),Speedup
Sequential,1,0.23,1.00
Brugnano,1,0.22,1.04
Brugnano,2,0.74,0.3
Brugnano,4,0.97,0.23
Brugnano,8,1.3,0.17
Brugnano,10,1.41,0.16
Brugnano,16,1.8,0.13
Brugnano,20,1.96,0.12
RecursiveDoubling,1,0.26,0.86
RecursiveDoubling,2,0.77,0.29
RecursiveDoubling,4,1.34,0.17
RecursiveDoubling,8,1.83,0.12
RecursiveDoubling,10,1.54,0.15
RecursiveDoubling,16,2.52,0.09
RecursiveDoubling,20,4.04,0.06
