Program,Threads,Time(ms),Speedup
Sequential,1,0.23,1.00
Brugnano,1,0.29,0.81
Brugnano,2,1.07,0.22
Brugnano,4,1.2,0.19
Brugnano,8,2.04,0.11
Brugnano,10,2.39,0.1
Brugnano,16,2.89,0.08
Brugnano,20,4.25,0.05
RecursiveDoubling,1,0.46,0.5
RecursiveDoubling,2,1.57,0.15
RecursiveDoubling,4,1.5,0.15
RecursiveDoubling,8,2.67,0.09
RecursiveDoubling,10,2.78,0.08
RecursiveDoubling,16,4.63,0.05
RecursiveDoubling,20,5.58,0.04
