Program,Threads,Time(ms),Speedup
Sequential,1,10.84,1.00
Brugnano,1,18.36,0.59
Brugnano,2,11.33,0.96
Brugnano,4,9.01,1.2
Brugnano,8,9.01,1.2
Brugnano,10,9.6,1.13
Brugnano,16,9.9,1.1
Brugnano,20,10.66,1.02
RecursiveDoubling,1,26.03,0.42
RecursiveDoubling,2,14.95,0.72
RecursiveDoubling,4,12.08,0.9
RecursiveDoubling,8,9.68,1.12
RecursiveDoubling,10,8.75,1.24
RecursiveDoubling,16,8.38,1.29
RecursiveDoubling,20,7.84,1.38
