Program,Threads,Time(ms),Speedup
Sequential,1,1.39,1.00
Brugnano,1,2.2,0.63
Brugnano,2,2.7,0.52
Brugnano,4,2.41,0.58
Brugnano,8,2.76,0.5
Brugnano,10,3.22,0.43
Brugnano,16,3.87,0.36
Brugnano,20,4.31,0.32
RecursiveDoubling,1,3.23,0.43
RecursiveDoubling,2,2.61,0.53
RecursiveDoubling,4,2.71,0.51
RecursiveDoubling,8,3.12,0.45
RecursiveDoubling,10,2.64,0.53
RecursiveDoubling,16,4.04,0.34
RecursiveDoubling,20,5.65,0.25
