Program,Threads,Time(ms),Speedup
Sequential,1,0.13,1.00
Brugnano,1,0.24,0.53
Brugnano,2,0.71,0.18
Brugnano,4,0.97,0.13
Brugnano,8,1.26,0.1
Brugnano,10,1.32,0.1
Brugnano,16,2.41,0.05
Brugnano,20,2.36,0.05
RecursiveDoubling,1,0.26,0.49
RecursiveDoubling,2,0.84,0.15
RecursiveDoubling,4,1.03,0.12
RecursiveDoubling,8,1.69,0.08
RecursiveDoubling,10,1.85,0.07
RecursiveDoubling,16,3.06,0.04
RecursiveDoubling,20,3.08,0.04
