Program,Threads,Time(ms),Speedup
Sequential,1,66.21,1.00
Brugnano,1,105.48,0.63
Brugnano,2,60.22,1.1
Brugnano,4,38.5,1.72
Brugnano,8,30.96,2.14
Brugnano,10,27.2,2.43
Brugnano,16,27.81,2.38
Brugnano,20,27.63,2.4
RecursiveDoubling,1,166.94,0.4
RecursiveDoubling,2,94.77,0.7
RecursiveDoubling,4,56.96,1.16
RecursiveDoubling,8,36.66,1.81
RecursiveDoubling,10,32.64,2.03
RecursiveDoubling,16,29.32,2.26
RecursiveDoubling,20,26.85,2.47
