Program,Threads,Time(ms),Speedup
Sequential,1,12.05,1.00
Brugnano,1,20.04,0.6
Brugnano,2,12.58,0.96
Brugnano,4,10.43,1.16
Brugnano,8,9.23,1.31
Brugnano,10,10.44,1.15
Brugnano,16,10.3,1.17
Brugnano,20,10.84,1.11
RecursiveDoubling,1,29.54,0.41
RecursiveDoubling,2,18.62,0.65
RecursiveDoubling,4,13.03,0.92
RecursiveDoubling,8,11.78,1.02
RecursiveDoubling,10,11.55,1.04
RecursiveDoubling,16,12.06,1
RecursiveDoubling,20,13.44,0.9
