Program,Threads,Time(ms),Speedup
Sequential,1,0.12,1.00
Brugnano,1,210,0
Brugnano,2,210,0
Brugnano,4,240,0
Brugnano,8,220,0
Brugnano,10,210,0
Brugnano,16,210,0
Brugnano,20,210,0
RecursiveDoubling,1,0.43,0.27
RecursiveDoubling,2,0.99,0.12
RecursiveDoubling,4,1.34,0.09
RecursiveDoubling,8,1.47,0.08
RecursiveDoubling,10,1.83,0.06
RecursiveDoubling,16,3.63,0.03
RecursiveDoubling,20,3.43,0.03
