Program,Threads,Time(ms),Speedup
Sequential,1,0.23,1.00
Brugnano,1,410,0
Brugnano,2,530,0
Brugnano,4,430,0
Brugnano,8,420,0
Brugnano,10,420,0
Brugnano,16,660,0
Brugnano,20,740,0
RecursiveDoubling,1,0.5,0.46
RecursiveDoubling,2,1.25,0.18
RecursiveDoubling,4,1.55,0.15
RecursiveDoubling,8,2.12,0.11
RecursiveDoubling,10,1.92,0.12
RecursiveDoubling,16,2.62,0.09
RecursiveDoubling,20,2.99,0.08
