Program,Threads,Time(ms),Speedup
Sequential,1,41.14,1.00
Brugnano,1,91600,0
Brugnano,2,90730,0
Brugnano,4,90490,0
Brugnano,8,90320,0
Brugnano,10,90750,0
Brugnano,16,89520,0
Brugnano,20,91270,0
RecursiveDoubling,1,98.76,0.42
RecursiveDoubling,2,55.75,0.74
RecursiveDoubling,4,33.76,1.22
RecursiveDoubling,8,29.09,1.41
RecursiveDoubling,10,24.74,1.66
RecursiveDoubling,16,22.36,1.84
RecursiveDoubling,20,21.32,1.93
