Program,Threads,Time(ms),Speedup
Sequential,1,180.61,1.00
Brugnano,1,301.01,0.6
Brugnano,2,168.26,1.07
Brugnano,4,110.28,1.64
Brugnano,8,92.79,1.95
Brugnano,10,92.4,1.95
Brugnano,16,93.45,1.93
Brugnano,20,100.06,1.81
RecursiveDoubling,1,467.44,0.39
RecursiveDoubling,2,249.4,0.72
RecursiveDoubling,4,141.14,1.28
RecursiveDoubling,8,105.13,1.72
RecursiveDoubling,10,90.83,1.99
RecursiveDoubling,16,73.25,2.47
RecursiveDoubling,20,69.76,2.59
