Program,Threads,Time(ms),Speedup
Sequential,1,90.71,1.00
Brugnano,1,151.37,0.6
Brugnano,2,90.11,1.01
Brugnano,4,58.35,1.55
Brugnano,8,50.96,1.78
Brugnano,10,46.54,1.95
Brugnano,16,49.33,1.84
Brugnano,20,53.14,1.71
RecursiveDoubling,1,233.96,0.39
RecursiveDoubling,2,128.18,0.71
RecursiveDoubling,4,72.11,1.26
RecursiveDoubling,8,56.35,1.61
RecursiveDoubling,10,48.2,1.88
RecursiveDoubling,16,39.78,2.28
RecursiveDoubling,20,41.85,2.17
