Program,Threads,Time(ms),Speedup
Sequential,1,12.09,1.00
Brugnano,1,20.65,0.59
Brugnano,2,12.65,0.96
Brugnano,4,8.71,1.39
Brugnano,8,8.85,1.37
Brugnano,10,9.85,1.23
Brugnano,16,9.24,1.31
Brugnano,20,10.04,1.2
RecursiveDoubling,1,29.79,0.41
RecursiveDoubling,2,19.36,0.62
RecursiveDoubling,4,11.88,1.02
RecursiveDoubling,8,10.11,1.2
RecursiveDoubling,10,8.92,1.35
RecursiveDoubling,16,8.43,1.43
RecursiveDoubling,20,8.44,1.43
