Program,Threads,Time(ms),Speedup
Sequential,1,23.55,1.00
Brugnano,1,39.33,0.6
Brugnano,2,26.84,0.88
Brugnano,4,16.72,1.41
Brugnano,8,13.96,1.69
Brugnano,10,13.8,1.71
Brugnano,16,13.75,1.71
Brugnano,20,18.44,1.28
RecursiveDoubling,1,59.2,0.4
RecursiveDoubling,2,33.13,0.71
RecursiveDoubling,4,21.83,1.08
RecursiveDoubling,8,18.07,1.3
RecursiveDoubling,10,15.36,1.53
RecursiveDoubling,16,13.27,1.77
RecursiveDoubling,20,13.99,1.68
