Program,Threads,Time(ms),Speedup
Sequential,1,181.06,1.00
Brugnano,1,300.89,0.6
Brugnano,2,167.06,1.08
Brugnano,4,110.91,1.63
Brugnano,8,94.48,1.92
Brugnano,10,92.87,1.95
Brugnano,16,93.36,1.94
Brugnano,20,94.28,1.92
RecursiveDoubling,1,466.51,0.39
RecursiveDoubling,2,248.49,0.73
RecursiveDoubling,4,139.84,1.29
RecursiveDoubling,8,104.87,1.73
RecursiveDoubling,10,93.07,1.95
RecursiveDoubling,16,73.49,2.46
RecursiveDoubling,20,80.06,2.26
