Program,Threads,Time(ms),Speedup
Sequential,1,46.98,1.00
Brugnano,1,79.36,0.59
Brugnano,2,44.78,1.05
Brugnano,4,29.5,1.59
Brugnano,8,25.95,1.81
Brugnano,10,25.02,1.88
Brugnano,16,26.04,1.8
Brugnano,20,28.14,1.67
RecursiveDoubling,1,117.72,0.4
RecursiveDoubling,2,64.45,0.73
RecursiveDoubling,4,39.54,1.19
RecursiveDoubling,8,32.48,1.45
RecursiveDoubling,10,27.56,1.7
RecursiveDoubling,16,23.11,2.03
RecursiveDoubling,20,23.57,1.99
