Program,Threads,Time(ms),Speedup
Sequential,1,41.06,1.00
Brugnano,1,73.39,0.56
Brugnano,2,42.05,0.98
Brugnano,4,31.63,1.3
Brugnano,8,26.27,1.56
Brugnano,10,25.59,1.6
Brugnano,16,25.38,1.62
Brugnano,20,26.3,1.56
RecursiveDoubling,1,101.42,0.4
RecursiveDoubling,2,56.02,0.73
RecursiveDoubling,4,33.12,1.24
RecursiveDoubling,8,28.53,1.44
RecursiveDoubling,10,26.28,1.56
RecursiveDoubling,16,20.88,1.97
RecursiveDoubling,20,23,1.79
