Program,Threads,Time(ms),Speedup
Sequential,1,1.41,1.00
Brugnano,1,2.27,0.62
Brugnano,2,2.25,0.63
Brugnano,4,2.77,0.51
Brugnano,8,3.42,0.41
Brugnano,10,3.24,0.43
Brugnano,16,3.68,0.38
Brugnano,20,4.37,0.32
RecursiveDoubling,1,3.28,0.43
RecursiveDoubling,2,2.54,0.55
RecursiveDoubling,4,2.44,0.58
RecursiveDoubling,8,2.63,0.54
RecursiveDoubling,10,2.92,0.48
RecursiveDoubling,16,3.98,0.35
RecursiveDoubling,20,3.77,0.37
