Program,Threads,Time(ms),Speedup
Sequential,1,90.59,1.00
Brugnano,1,150.92,0.6
Brugnano,2,88.98,1.02
Brugnano,4,61.96,1.46
Brugnano,8,48.55,1.87
Brugnano,10,47.65,1.9
Brugnano,16,49.64,1.82
Brugnano,20,52.44,1.73
RecursiveDoubling,1,233.47,0.39
RecursiveDoubling,2,125.08,0.72
RecursiveDoubling,4,74.76,1.21
RecursiveDoubling,8,54.94,1.65
RecursiveDoubling,10,48.93,1.85
RecursiveDoubling,16,39.84,2.27
RecursiveDoubling,20,41.49,2.18
