Program,Threads,Time(ms),Speedup
Sequential,1,47.14,1.00
Brugnano,1,78.99,0.6
Brugnano,2,49.01,0.96
Brugnano,4,29.87,1.58
Brugnano,8,25.91,1.82
Brugnano,10,25.69,1.83
Brugnano,16,25.86,1.82
Brugnano,20,27.55,1.71
RecursiveDoubling,1,118.22,0.4
RecursiveDoubling,2,67.05,0.7
RecursiveDoubling,4,41.75,1.13
RecursiveDoubling,8,29.99,1.57
RecursiveDoubling,10,27.2,1.73
RecursiveDoubling,16,25.5,1.85
RecursiveDoubling,20,22.83,2.06
