Program,Threads,Time(ms),Speedup
Sequential,1,1.65,1.00
Brugnano,1,2.66,0.62
Brugnano,2,2.35,0.7
Brugnano,4,3.08,0.54
Brugnano,8,3.01,0.55
Brugnano,10,3.29,0.5
Brugnano,16,4.79,0.34
Brugnano,20,4.16,0.4
RecursiveDoubling,1,3.83,0.43
RecursiveDoubling,2,3.14,0.53
RecursiveDoubling,4,2.97,0.56
RecursiveDoubling,8,2.49,0.66
RecursiveDoubling,10,3.75,0.44
RecursiveDoubling,16,3.87,0.43
RecursiveDoubling,20,4.26,0.39
