Program,Threads,Time(ms),Speedup
Sequential,1,101.35,1.00
Brugnano,1,195.31,0.52
Brugnano,2,97.6,1.04
Brugnano,4,57.76,1.75
Brugnano,8,47.95,2.11
Brugnano,10,48,2.11
Brugnano,16,50.19,2.02
Brugnano,20,52.63,1.93
RecursiveDoubling,1,233.34,0.43
RecursiveDoubling,2,124.9,0.81
RecursiveDoubling,4,72.29,1.4
RecursiveDoubling,8,56.02,1.81
RecursiveDoubling,10,48.6,2.09
RecursiveDoubling,16,40.55,2.5
RecursiveDoubling,20,41.02,2.47
